Month,Meal,Avg_Calories,Avg_Protein_g,Avg_Carbs_g,Avg_Fat_g,Avg_Water_ml
2022-01-31,Breakfast,448.73333333333335,26.650000000000002,55.49333333333333,21.330000000000002,695.3333333333334
2022-01-31,Dinner,469.1666666666667,27.305882352941175,63.7875,21.575,642.2
2022-01-31,Lunch,495.375,25.135714285714283,67.52307692307691,22.635714285714283,507.35714285714283
2022-01-31,Supper,502.77777777777777,25.106250000000003,55.35625,21.852941176470587,613.4375
2022-02-28,Breakfast,475.53846153846155,26.908,58.560869565217395,22.094736842105263,862.0416666666666
2022-02-28,Dinner,456.0,24.85238095238095,52.425,22.61904761904762,577.8181818181819
2022-02-28,Lunch,463.0869565217391,33.29,60.265,20.886363636363637,517.7777777777778
2022-02-28,Supper,486.3,30.058823529411764,55.61875,20.75625,491.0
2022-03-31,Breakfast,474.25,28.152380952380955,58.85454545454545,22.155,669.1363636363636
2022-03-31,Dinner,472.5217391304348,26.009523809523806,49.22941176470588,21.10909090909091,568.3809523809524
2022-03-31,Lunch,476.9583333333333,26.63913043478261,60.51111111111111,20.55,728.5909090909091
2022-03-31,Supper,403.14285714285717,30.13888888888889,68.94999999999999,22.822222222222223,553.0625
2022-04-30,Breakfast,546.25,26.014285714285712,52.194736842105264,22.886666666666667,641.1176470588235
2022-04-30,Dinner,507.77272727272725,26.74736842105263,50.10952380952381,20.6375,788.5909090909091
2022-04-30,Lunch,484.53846153846155,25.391666666666666,60.334782608695654,22.910526315789475,640.0
2022-04-30,Supper,468.24,27.44782608695652,60.571999999999996,21.454545454545453,582.4782608695652
2022-05-31,Breakfast,424.3,25.65,54.16842105263158,24.021052631578947,878.0625
2022-05-31,Dinner,462.25,24.34583333333333,60.1578947368421,21.3,664.5454545454545
2022-05-31,Lunch,477.8636363636364,24.016666666666666,60.225,19.09047619047619,797.1578947368421
2022-05-31,Supper,468.6666666666667,25.823809523809523,56.74444444444444,19.272727272727273,602.3157894736842
2022-06-30,Breakfast,443.95454545454544,25.557894736842105,57.32272727272727,20.423809523809524,672.0
2022-06-30,Dinner,456.0869565217391,23.433333333333334,55.82941176470588,23.810526315789474,432.14285714285717
2022-06-30,Lunch,474.4166666666667,27.85238095238095,52.68260869565218,17.04285714285714,690.0952380952381
2022-06-30,Supper,462.94736842105266,27.326315789473686,69.43125,17.68125,711.6842105263158
2022-07-31,Breakfast,503.0,26.530434782608694,55.172,20.53333333333333,695.4
2022-07-31,Dinner,482.22727272727275,27.063157894736843,53.75238095238095,21.3,565.95
2022-07-31,Lunch,481.56,25.95263157894737,59.19130434782609,22.026315789473685,565.1428571428571
2022-07-31,Supper,494.46153846153845,27.466666666666665,58.71818181818182,22.191999999999997,886.8260869565217
2022-08-31,Breakfast,502.56,25.795454545454547,54.2695652173913,19.98421052631579,823.9565217391304
2022-08-31,Dinner,464.11538461538464,23.291304347826088,49.85909090909092,19.952,774.8260869565217
2022-08-31,Lunch,503.0,29.321052631578947,58.48571428571429,21.42105263157895,538.9090909090909
2022-08-31,Supper,477.037037037037,29.768181818181816,56.25652173913044,20.684,488.5416666666667
2022-09-30,Breakfast,501.96,28.294999999999998,57.57916666666667,21.48,615.2272727272727
2022-09-30,Dinner,486.6521739130435,26.62857142857143,58.21,20.889473684210525,694.0909090909091
2022-09-30,Lunch,478.0,29.73157894736842,61.025,23.773684210526316,499.7
2022-09-30,Supper,500.4166666666667,28.85,61.81666666666667,18.231818181818184,663.7142857142857
2022-10-31,Breakfast,464.17391304347825,27.799999999999997,62.44736842105263,21.554545454545455,582.5882352941177
2022-10-31,Dinner,462.17391304347825,28.757894736842104,56.529999999999994,17.54285714285714,795.15
2022-10-31,Lunch,498.1363636363636,25.575,57.973684210526315,21.515,621.8
2022-10-31,Supper,505.8695652173913,25.14,59.69500000000001,18.188888888888886,562.8636363636364
2022-11-30,Breakfast,501.95238095238096,26.099999999999998,52.364999999999995,19.94,597.5263157894736
2022-11-30,Dinner,480.8181818181818,23.29047619047619,61.84285714285714,21.520000000000003,558.0
2022-11-30,Lunch,460.77272727272725,30.289473684210527,59.645,20.86315789473684,699.5238095238095
2022-11-30,Supper,511.037037037037,25.12608695652174,55.039130434782614,18.9375,545.2
2022-12-31,Breakfast,489.7083333333333,31.104347826086954,55.56363636363637,21.41904761904762,718.4285714285714
2022-12-31,Dinner,483.8695652173913,28.24761904761905,57.449999999999996,20.46,627.1052631578947
2022-12-31,Lunch,439.5833333333333,30.830434782608698,58.4695652173913,21.60909090909091,609.1304347826087
2022-12-31,Supper,479.6666666666667,27.25,62.722727272727276,21.8,680.4761904761905
2023-01-31,Breakfast,478.2692307692308,28.47307692307692,56.45238095238095,21.7625,603.8260869565217
2023-01-31,Dinner,477.4761904761905,26.9875,59.166666666666664,21.63809523809524,483.1904761904762
2023-01-31,Lunch,481.45,28.90555555555555,54.76315789473684,23.1,718.578947368421
2023-01-31,Supper,451.5769230769231,28.64782608695652,61.74210526315789,20.327272727272728,646.36
2023-02-28,Breakfast,455.4583333333333,24.414285714285718,61.56818181818182,21.956521739130434,794.0909090909091
2023-02-28,Dinner,510.36,29.772727272727273,50.95,18.9875,640.0909090909091
2023-02-28,Lunch,498.625,27.60666666666667,63.15714285714286,23.285714285714285,408.7142857142857
2023-02-28,Supper,422.04545454545456,27.385714285714286,52.46842105263158,17.80526315789474,799.1666666666666
2023-03-31,Breakfast,498.1111111111111,26.027272727272727,56.93846153846154,22.4875,810.5909090909091
2023-03-31,Dinner,488.45454545454544,27.75238095238095,57.31904761904762,22.561904761904763,589.2380952380952
2023-03-31,Lunch,485.5833333333333,25.055,55.645,20.505555555555556,762.625
2023-03-31,Supper,531.7391304347826,29.227777777777778,58.73809523809524,23.027272727272727,482.8
2023-04-30,Breakfast,411.6363636363636,26.22222222222222,62.26363636363636,19.711111111111112,551.2857142857143
2023-04-30,Dinner,429.15,28.311764705882354,49.78947368421053,20.494444444444444,713.2941176470588
2023-04-30,Lunch,524.0833333333334,24.313636363636363,55.5375,21.277272727272727,806.8260869565217
2023-04-30,Supper,424.85714285714283,25.852631578947367,61.84117647058823,17.175,627.45
2023-05-31,Breakfast,466.8888888888889,28.564285714285713,57.31333333333334,17.90625,829.0
2023-05-31,Dinner,442.4347826086956,24.789473684210527,58.605,23.825,679.2272727272727
2023-05-31,Lunch,401.1363636363636,27.7625,55.271428571428565,21.976470588235294,445.70588235294116
2023-05-31,Supper,451.53846153846155,26.995454545454546,49.791666666666664,22.52173913043478,672.64
2023-06-30,Breakfast,477.4583333333333,27.482608695652175,60.36521739130435,23.70952380952381,642.9411764705883
2023-06-30,Dinner,486.7368421052632,27.88888888888889,45.55882352941177,24.6,514.0
2023-06-30,Lunch,490.9130434782609,28.605,60.733333333333334,23.347368421052632,681.2380952380952
2023-06-30,Supper,444.56,27.770833333333332,62.90833333333333,21.380000000000003,650.0
2023-07-31,Breakfast,477.6296296296296,25.16923076923077,57.68695652173913,20.175,638.88
2023-07-31,Dinner,463.14285714285717,26.385,61.300000000000004,21.444444444444443,703.8235294117648
2023-07-31,Lunch,442.2,27.075,64.38571428571429,19.080000000000002,612.4583333333334
2023-07-31,Supper,486.16,27.382608695652173,54.65,21.95714285714286,530.1304347826087
2023-08-31,Breakfast,439.25,28.27894736842105,56.93684210526315,19.477777777777778,797.4705882352941
2023-08-31,Dinner,479.04761904761904,24.766666666666666,65.83157894736841,21.8,690.2
2023-08-31,Lunch,459.76190476190476,27.05,52.8,22.32,514.2
2023-08-31,Supper,463.36,26.73913043478261,58.980952380952374,22.628571428571426,622.1739130434783
2023-09-30,Breakfast,492.875,27.299999999999997,62.809090909090905,25.185,617.9090909090909
2023-09-30,Dinner,478.59090909090907,28.272222222222222,62.34090909090909,19.847619047619048,602.2631578947369
2023-09-30,Lunch,494.72,26.104347826086954,53.67894736842105,24.023809523809526,619.65
2023-09-30,Supper,479.5833333333333,27.76666666666667,53.7695652173913,21.37391304347826,540.2173913043479
2023-10-31,Breakfast,488.96,25.7,54.605,22.676190476190477,669.0909090909091
2023-10-31,Dinner,464.76,31.90869565217391,59.35,20.522727272727273,619.7916666666666
2023-10-31,Lunch,502.60869565217394,27.74,57.32631578947369,20.37,585.2727272727273
2023-10-31,Supper,458.69565217391306,25.860000000000003,63.4,20.05263157894737,653.5263157894736
2023-11-30,Breakfast,454.8333333333333,25.795238095238098,53.92173913043479,22.531578947368423,657.6666666666666
2023-11-30,Dinner,491.6,24.372,61.166666666666664,21.974999999999998,671.0
2023-11-30,Lunch,518.9130434782609,32.43,55.12777777777777,21.02857142857143,458.1666666666667
2023-11-30,Supper,464.6842105263158,31.50625,52.375,21.4625,599.3333333333334
2023-12-31,Breakfast,470.7391304347826,27.730434782608693,52.544444444444444,22.50526315789474,623.0
2023-12-31,Dinner,462.2307692307692,26.719047619047622,57.35,24.15,661.5
2023-12-31,Lunch,496.3333333333333,27.014285714285712,61.67727272727273,24.894736842105264,945.45
2023-12-31,Supper,490.17391304347825,25.82,52.46666666666667,18.955000000000002,684.1
2024-01-31,Breakfast,473.40909090909093,28.31578947368421,63.45789473684211,21.788235294117644,968.2272727272727
2024-01-31,Dinner,516.44,24.358333333333334,64.35000000000001,21.621739130434783,505.7391304347826
2024-01-31,Lunch,445.27272727272725,28.785714285714285,57.65555555555555,23.076470588235296,745.2105263157895
2024-01-31,Supper,442.0,24.919047619047618,54.489999999999995,23.642105263157895,538.3157894736842
2024-02-29,Breakfast,458.32,25.079166666666666,58.21363636363637,20.96666666666667,578.5652173913044
2024-02-29,Dinner,512.1818181818181,27.419047619047618,57.28125,22.885714285714286,613.0
2024-02-29,Lunch,532.1,25.226315789473684,63.766666666666666,21.36470588235294,833.1176470588235
2024-02-29,Supper,436.76190476190476,26.733333333333334,51.40526315789474,20.98888888888889,668.3157894736842
2024-03-31,Breakfast,449.9583333333333,27.80952380952381,56.68947368421052,21.704545454545453,683.2173913043479
2024-03-31,Dinner,463.40909090909093,26.094736842105263,61.24285714285714,22.169999999999998,624.7
2024-03-31,Lunch,518.8695652173913,26.24705882352941,60.265,18.80909090909091,722.1818181818181
2024-03-31,Supper,489.375,22.15,58.642857142857146,20.8,733.7619047619048
2024-04-30,Breakfast,502.6363636363636,27.989473684210523,62.6578947368421,22.76842105263158,661.2857142857143
2024-04-30,Dinner,476.57142857142856,24.058823529411764,60.075,22.533333333333335,447.26666666666665
2024-04-30,Lunch,494.40909090909093,26.24761904761905,55.88421052631579,20.852941176470587,899.5263157894736
2024-04-30,Supper,455.59090909090907,27.121052631578944,62.43157894736842,22.038095238095238,853.2352941176471
2024-05-31,Breakfast,459.22222222222223,29.7,56.6,21.991304347826087,509.0769230769231
2024-05-31,Dinner,440.0,27.36875,60.46666666666667,21.66875,782.3076923076923
2024-05-31,Lunch,522.0,28.185000000000002,58.166666666666664,22.19,654.047619047619
2024-05-31,Supper,479.95,26.655555555555555,68.00625,20.526315789473685,598.0588235294117
2024-06-30,Breakfast,453.3333333333333,27.910526315789472,60.66842105263158,26.11578947368421,611.5882352941177
2024-06-30,Dinner,495.14285714285717,27.28421052631579,58.15263157894737,20.916666666666668,785.25
2024-06-30,Lunch,446.03846153846155,28.804347826086957,57.77916666666667,22.450000000000003,687.68
2024-06-30,Supper,433.5217391304348,23.625,59.915789473684214,24.145454545454548,557.7
2024-07-31,Breakfast,447.4347826086956,31.466666666666665,69.30952380952381,22.666666666666668,569.8333333333334
2024-07-31,Dinner,459.8095238095238,30.938888888888886,58.357894736842105,20.255000000000003,844.7058823529412
2024-07-31,Lunch,404.9,27.714285714285715,53.325,20.788235294117644,711.1052631578947
2024-07-31,Supper,524.88,20.365000000000002,59.092,19.691304347826087,712.44
2024-08-31,Breakfast,474.625,27.886363636363637,52.127272727272725,24.422727272727272,593.9047619047619
2024-08-31,Dinner,477.125,29.330434782608698,58.07142857142857,21.295652173913044,666.0869565217391
2024-08-31,Lunch,460.8636363636364,28.568421052631578,51.294444444444444,20.990000000000002,743.15
2024-08-31,Supper,449.1904761904762,28.168421052631583,63.6,20.22941176470588,694.4
2024-09-30,Breakfast,501.6363636363636,28.744999999999997,56.300000000000004,25.175,509.85714285714283
2024-09-30,Dinner,487.10526315789474,27.144444444444442,61.28,21.91875,763.8823529411765
2024-09-30,Lunch,447.95652173913044,28.0,55.36666666666667,22.430434782608696,663.05
2024-09-30,Supper,461.6842105263158,29.3,61.752941176470586,21.30625,538.3125
2024-10-31,Breakfast,474.05,27.922222222222224,53.22105263157895,21.84705882352941,575.8421052631579
2024-10-31,Dinner,492.5769230769231,25.645454545454548,57.15238095238095,20.535999999999998,487.0
2024-10-31,Lunch,487.0,28.317391304347826,56.81666666666666,20.817391304347826,549.0
2024-10-31,Supper,453.30434782608694,26.469565217391303,59.39,20.673684210526318,737.45
2024-11-30,Breakfast,511.5882352941176,26.0,46.92142857142857,22.313333333333333,825.8125
2024-11-30,Dinner,458.57142857142856,27.189999999999998,55.02777777777778,19.88125,684.7894736842105
2024-11-30,Lunch,534.3181818181819,23.73,55.52777777777778,19.077777777777776,552.6842105263158
2024-11-30,Supper,460.625,29.256521739130434,52.476190476190474,23.568181818181817,568.8695652173913
2024-12-31,Breakfast,443.95238095238096,25.894444444444446,60.300000000000004,20.064705882352943,583.421052631579
2024-12-31,Dinner,480.96153846153845,23.377272727272725,63.99583333333334,23.52916666666667,514.1363636363636
2024-12-31,Lunch,485.2692307692308,29.20909090909091,52.960869565217386,23.668000000000003,696.3913043478261
2024-12-31,Supper,490.8888888888889,25.284000000000002,58.27916666666667,24.595238095238095,664.2307692307693
2025-01-31,Breakfast,452.6923076923077,26.524,51.28695652173913,20.104,613.2173913043479
2025-01-31,Dinner,496.9583333333333,27.583333333333332,58.364999999999995,22.3,757.0
2025-01-31,Lunch,468.48,24.935,59.11578947368421,22.108333333333334,544.6666666666666
2025-01-31,Supper,447.82608695652175,26.323809523809523,57.879999999999995,21.2,690.8636363636364
2025-02-28,Breakfast,447.3478260869565,30.435000000000002,59.69047619047619,21.60952380952381,787.9473684210526
2025-02-28,Dinner,470.2173913043478,27.439999999999998,52.18571428571429,22.23,580.3636363636364
2025-02-28,Lunch,512.2380952380952,28.989473684210523,61.78888888888889,22.455555555555556,731.2
2025-02-28,Supper,509.6842105263158,26.0,58.73529411764706,22.266666666666666,520.5555555555555
2025-03-31,Breakfast,479.5416666666667,32.92857142857143,58.69,19.71578947368421,784.0454545454545
2025-03-31,Dinner,437.6521739130435,26.24090909090909,56.72380952380953,25.845,582.3333333333334
2025-03-31,Lunch,472.6,29.029411764705884,57.10526315789474,23.01111111111111,562.2631578947369
2025-03-31,Supper,513.4583333333334,28.614285714285714,63.911764705882355,18.633333333333333,701.0434782608696
2025-04-30,Breakfast,458.3076923076923,27.304000000000002,62.07272727272727,21.97826086956522,854.1538461538462
2025-04-30,Dinner,456.48148148148147,29.286956521739132,61.425,21.404761904761905,867.7727272727273
2025-04-30,Lunch,474.25,26.825,64.8,22.35,575.6666666666666
2025-04-30,Supper,494.0,28.066666666666666,55.285714285714285,21.447619047619046,469.3181818181818
2025-05-31,Breakfast,461.39130434782606,26.555,59.595454545454544,19.933333333333334,643.3529411764706
2025-05-31,Dinner,455.8333333333333,32.785714285714285,61.38571428571428,21.623809523809523,695.65
2025-05-31,Lunch,457.2307692307692,27.456521739130434,55.31363636363637,23.895454545454548,617.0416666666666
2025-05-31,Supper,462.36,26.99090909090909,57.92727272727273,20.47,472.28
2025-06-30,Breakfast,455.3181818181818,30.271428571428572,58.478947368421046,19.516666666666666,627.7894736842105
2025-06-30,Dinner,420.6666666666667,26.415,53.545,19.369999999999997,678.6
2025-06-30,Lunch,463.44444444444446,25.712,57.550000000000004,21.208695652173912,825.1538461538462
2025-06-30,Supper,512.8636363636364,24.87777777777778,58.42999999999999,19.705263157894734,771.7619047619048
2025-07-31,Breakfast,481.7916666666667,24.65833333333333,57.15,24.576190476190476,790.4444444444445
2025-07-31,Dinner,478.0,28.233333333333334,50.61333333333334,21.68235294117647,525.5714285714286
2025-07-31,Lunch,456.0,27.276190476190475,59.72222222222222,20.65714285714286,659.3888888888889
2025-07-31,Supper,468.04347826086956,24.8,56.869565217391305,21.03333333333333,674.6363636363636
2025-08-31,Breakfast,431.0,32.665217391304346,55.11428571428572,21.186666666666667,851.7826086956521
2025-08-31,Dinner,521.375,27.26666666666667,55.54545454545455,20.88095238095238,631.5454545454545
2025-08-31,Lunch,486.34615384615387,30.033333333333335,49.25,20.040909090909093,634.1666666666666
2025-08-31,Supper,467.7391304347826,27.781818181818185,56.425,21.765,369.14285714285717
2025-09-30,Breakfast,468.7826086956522,33.225,62.529999999999994,20.565,617.0
2025-09-30,Dinner,497.0416666666667,27.926086956521736,52.80952380952381,20.477272727272727,623.6190476190476
2025-09-30,Lunch,497.3636363636364,28.13529411764706,58.699999999999996,23.780952380952378,963.7142857142857
2025-09-30,Supper,444.75,28.976923076923075,58.0125,22.36111111111111,474.75
2025-10-31,Breakfast,451.6666666666667,27.56086956521739,60.75909090909091,19.2,697.8181818181819
2025-10-31,Dinner,491.4,28.976470588235294,48.54117647058824,20.14,528.8
2025-10-31,Lunch,452.0416666666667,29.714999999999996,62.21052631578947,22.018181818181816,720.9130434782609
2025-10-31,Supper,471.16,29.426315789473687,57.8,21.652380952380952,750.3913043478261
2025-11-30,Breakfast,477.45,32.25555555555556,48.629411764705885,23.11764705882353,954.8823529411765
2025-11-30,Dinner,466.7391304347826,19.97,54.00952380952381,24.13181818181818,727.952380952381
2025-11-30,Lunch,544.2608695652174,23.738095238095237,60.81578947368421,22.130000000000003,706.2608695652174
2025-11-30,Supper,468.4583333333333,27.17391304347826,64.73333333333333,23.24782608695652,540.7
2025-12-31,Breakfast,440.7142857142857,25.723529411764705,52.55714285714286,20.504761904761907,702.3333333333334
2025-12-31,Dinner,440.1666666666667,29.793333333333333,55.59411764705882,21.3,822.1176470588235
2025-12-31,Lunch,483.625,27.281818181818185,52.707142857142856,19.861538461538462,602.0714285714286
2025-12-31,Supper,454.3888888888889,30.41875,51.733333333333334,20.19333333333333,592.3529411764706
